"ORDER_ID","CONTAINER_ID","SKU_ID"
1,1,28732
1,1,28732
1,2,94389
1,2,127494
1,2,127494
1,2,127494
1,2,127494
1,3,136501
1,4,105098
1,5,105098
1,6,99863
1,7,177420
1,7,177420
1,7,177420
1,7,25116
1,7,25116
1,7,63682
1,7,66554
2,8,136102
2,8,69347
2,9,69347
2,10,98158
2,10,98158
2,10,98158
2,10,24067
2,11,123292
2,11,123292
2,11,123292
2,11,123292
2,11,80449
2,11,80449
2,11,80449
2,12,202630
2,12,202630
2,12,202630
2,12,202630
2,12,170105
2,12,170105
2,12,170105
2,12,37377
2,12,37377
2,12,37377
2,13,65122
2,13,65122
2,13,3699
2,13,47866
2,13,47866
2,13,47866
2,13,47866
2,13,58445
2,13,58445
2,13,58445
2,13,50901
2,13,50901
2,13,50901
2,13,50901
2,14,101425
2,14,198746
2,14,198746
2,14,77468
2,14,77468
2,14,77468
2,14,77468
2,14,49959
2,14,68255
2,14,4502
3,15,196795
3,15,196795
3,15,196795
3,15,92827
3,15,92827
3,16,83896
3,16,136570
3,17,93611
3,17,93611
3,17,93611
3,18,105300
3,18,105300
3,18,105300
3,18,105300
3,18,105300
3,19,22407
3,19,170071
3,19,170071
3,19,170071
4,20,40958
4,20,40958
4,20,40958
4,20,195844
4,20,195844
4,20,195844
4,20,195844
4,20,195844
4,20,119745
4,20,119745
4,20,119745
4,20,119745
4,20,119745
4,21,90976
4,21,90976
4,22,28202
4,23,120357
4,23,120357
4,24,71475
4,24,71475
4,24,71475
4,24,71475
4,24,71475
5,25,130053
5,25,130053
5,25,160868
5,25,160868
5,25,160868
5,25,160868
5,26,190718
5,26,190718
5,26,190718
5,27,177403
5,27,184822
5,27,184822
5,27,184822
5,27,184822
5,28,65417
5,28,65417
5,28,65417
5,29,46078
5,29,46078
5,29,46078
5,29,46078
5,29,46078
5,30,50636
5,30,50636
5,30,50636
6,31,64833
6,32,188457
6,32,188457
6,32,27684
6,32,27684
6,32,27684
6,32,27684
6,33,20711
6,33,20711
6,33,20711
6,33,20711
6,33,20711
7,34,201104
7,34,201104
7,34,201104
7,34,201104
7,34,201104
7,35,159645
7,35,159645
7,35,159645
7,35,159645
7,35,159645
7,36,207981
7,36,207981
7,36,207981
7,36,207981
7,36,185740
7,36,185740
8,37,29711
8,37,29711
8,37,190438
8,37,190438
8,37,190438
8,37,22985
8,37,22985
8,37,22985
8,37,22985
8,37,22985
8,37,59065
8,37,59065
8,37,59065
8,37,129094
8,37,129094
8,37,129094
8,37,129094
8,37,129094
8,38,20871
8,38,20871
8,38,149921
8,38,149921
8,39,181440
8,39,181440
8,39,181440
8,39,181440
8,39,181440
8,39,10543
8,39,10543
8,39,191084
8,39,191084
8,39,191084
8,40,39954
8,40,39954
8,41,47750
8,41,47750
8,41,125253
8,41,125253
8,41,125253
8,41,125253
9,42,14297
9,42,14297
9,42,14297
9,42,14297
9,43,162034
9,43,162034
9,43,162034
9,43,162034
9,44,93782
9,44,93782
10,45,208837
10,45,208837
10,45,208837
10,45,208837
10,45,139121
10,45,139121
10,45,139121
10,45,139121
10,45,139121
10,46,31803
10,46,120970
10,46,120970
10,46,120970
10,46,120970
10,46,120970
10,47,180756
10,47,180756
10,47,180756
10,47,180756
10,48,25386
10,48,25386
10,48,25386
10,48,92917
10,48,92917
10,48,92917
10,49,168892
10,49,45665
10,49,45665
10,49,45665
10,49,45665
10,49,40201
10,49,40201
10,49,40201
10,49,40201

