"ORDER_ID","CONTAINER_ID","SKU_ID"
1,1,28732
1,1,28732
1,1,99863
1,2,127494
1,2,127494
1,3,127494
1,3,127494
1,4,94389
1,5,136501
1,7,25116
1,7,25116
1,7,63682
1,7,177420
1,7,177420
1,7,177420
1,7,66554
2,8,69347
2,8,136102
2,8,65122
2,9,69347
2,9,65122
2,9,3699
2,10,47866
2,10,47866
2,10,47866
2,10,47866
2,11,58445
2,11,58445
2,11,58445
2,12,24067
2,13,80449
2,13,80449
2,13,123292
2,13,123292
2,13,123292
2,13,123292
2,14,80449
2,15,37377
2,15,37377
2,15,37377
2,15,202630
2,15,202630
2,15,202630
2,15,202630
2,16,101425
2,16,68255
2,16,198746
2,16,198746
2,16,4502
2,16,77468
2,17,77468
2,17,77468
2,17,77468
2,17,49959
3,18,92827
3,18,92827
3,18,196795
3,18,196795
3,18,196795
3,19,105300
3,19,105300
3,19,105300
3,19,105300
3,19,105300
3,20,136570
3,20,83896
3,21,93611
3,21,93611
3,21,93611
3,22,170071
3,22,170071
3,22,170071
3,22,22407
4,23,195844
4,23,195844
4,23,195844
4,23,195844
4,23,195844
4,23,40958
4,23,40958
4,24,40958
4,24,120357
4,24,120357
4,25,90976
4,25,90976
4,26,28202
4,27,71475
4,27,71475
4,27,71475
4,27,71475
4,28,71475
5,29,130053
5,29,130053
5,29,160868
5,29,160868
5,29,160868
5,30,160868
5,30,46078
5,30,46078
5,30,46078
5,31,46078
5,31,46078
5,33,184822
5,33,184822
5,33,184822
5,33,184822
5,33,177403
5,34,65417
5,34,65417
5,34,65417
5,35,50636
5,35,50636
5,35,50636
6,36,64833
6,37,188457
6,37,188457
6,37,27684
6,37,27684
6,37,27684
6,37,27684
6,38,20711
6,38,20711
6,38,20711
6,38,20711
6,38,20711
7,39,159645
7,39,159645
7,39,159645
7,40,159645
7,40,159645
7,41,201104
7,41,201104
7,41,201104
7,41,201104
7,41,201104
7,42,207981
7,42,207981
7,42,207981
7,43,207981
7,43,185740
7,43,185740
8,44,190438
8,44,190438
8,44,190438
8,44,59065
8,44,59065
8,44,22985
8,44,22985
8,44,22985
8,44,22985
8,44,29711
8,45,59065
8,45,129094
8,45,129094
8,45,129094
8,45,129094
8,45,129094
8,45,22985
8,45,29711
8,46,125253
8,46,125253
8,46,125253
8,46,125253
8,46,47750
8,46,47750
8,47,20871
8,47,20871
8,47,149921
8,47,149921
8,48,181440
8,48,181440
8,48,181440
8,48,181440
8,48,181440
8,48,10543
8,48,10543
8,49,39954
8,49,39954
9,50,14297
9,50,14297
9,50,14297
9,50,14297
9,51,162034
9,51,162034
9,51,162034
9,52,162034
9,53,93782
9,53,93782
10,54,139121
10,54,139121
10,54,208837
10,54,208837
10,54,208837
10,54,208837
10,55,139121
10,55,139121
10,56,139121
10,57,92917
10,57,92917
10,57,92917
10,57,25386
10,57,25386
10,57,25386
10,58,120970
10,58,120970
10,58,120970
10,58,120970
10,58,120970
10,58,31803
10,59,180756
10,59,180756
10,59,180756
10,59,180756
10,60,40201
10,60,40201
10,60,40201
10,60,40201
10,60,168892
10,60,45665
10,60,45665
10,60,45665
10,60,45665

