"ORDER_ID","CONTAINER_ID","SKU_ID"
1,1,28732
1,1,28732
1,1,136501
1,1,94389
1,1,127494
1,1,127494
1,1,127494
1,1,127494
1,2,99863
1,2,177420
1,2,177420
1,2,177420
1,2,25116
1,2,25116
1,2,63682
1,2,66554
1,2,105098
1,3,105098
2,4,136102
2,4,123292
2,4,123292
2,4,123292
2,4,123292
2,4,98158
2,4,98158
2,4,98158
2,4,80449
2,5,80449
2,5,80449
2,5,24067
2,5,69347
2,6,69347
2,7,202630
2,7,202630
2,7,202630
2,7,202630
2,7,65122
2,7,65122
2,7,101425
2,7,3699
2,7,170105
2,7,170105
2,7,170105
2,7,47866
2,7,47866
2,7,47866
2,7,47866
2,7,58445
2,7,58445
2,7,58445
2,7,198746
2,7,198746
2,7,77468
2,7,77468
2,8,37377
2,8,37377
2,8,37377
2,8,77468
2,8,77468
2,8,49959
2,8,50901
2,8,50901
2,8,50901
2,8,50901
2,8,68255
2,8,4502
3,9,196795
3,9,196795
3,9,196795
3,9,92827
3,9,92827
3,9,83896
3,9,136570
3,10,22407
3,10,105300
3,10,105300
3,10,105300
3,10,105300
3,10,105300
3,10,93611
3,10,93611
3,10,93611
3,10,170071
3,10,170071
3,10,170071
4,11,90976
4,11,90976
4,11,40958
4,11,40958
4,11,40958
4,11,195844
4,11,195844
4,11,195844
4,11,195844
4,11,195844
4,11,119745
4,11,119745
4,11,119745
4,11,119745
4,11,119745
4,12,120357
4,12,120357
4,12,28202
4,12,71475
4,12,71475
4,12,71475
4,12,71475
4,12,71475
5,13,177403
5,13,130053
5,13,130053
5,13,184822
5,13,184822
5,13,184822
5,13,184822
5,13,190718
5,13,190718
5,13,190718
5,13,160868
5,13,160868
5,13,160868
5,13,160868
5,14,65417
5,14,65417
5,14,65417
5,14,50636
5,14,50636
5,14,50636
5,14,46078
5,14,46078
5,14,46078
5,14,46078
5,14,46078
6,15,188457
6,15,188457
6,15,27684
6,15,27684
6,15,27684
6,15,27684
6,15,64833
6,16,20711
6,16,20711
6,16,20711
6,16,20711
6,16,20711
7,17,201104
7,17,201104
7,17,201104
7,17,201104
7,17,201104
7,18,159645
7,18,159645
7,18,159645
7,18,159645
7,18,159645
7,18,207981
7,18,207981
7,18,207981
7,18,207981
7,18,185740
7,18,185740
8,19,181440
8,19,181440
8,19,181440
8,19,181440
8,19,181440
8,19,20871
8,19,20871
8,19,10543
8,19,10543
8,19,29711
8,19,29711
8,19,190438
8,19,190438
8,19,190438
8,19,22985
8,19,22985
8,19,22985
8,19,22985
8,19,22985
8,19,59065
8,19,59065
8,19,59065
8,19,149921
8,19,149921
8,19,191084
8,19,191084
8,19,129094
8,19,129094
8,19,129094
8,19,129094
8,19,129094
8,20,191084
8,21,39954
8,21,39954
8,21,47750
8,21,47750
8,21,125253
8,21,125253
8,21,125253
8,21,125253
9,22,162034
9,22,162034
9,22,162034
9,22,162034
9,22,14297
9,22,14297
9,22,14297
9,22,14297
9,23,93782
9,23,93782
10,24,208837
10,24,208837
10,24,208837
10,24,208837
10,24,31803
10,24,139121
10,24,139121
10,24,139121
10,24,139121
10,24,139121
10,24,120970
10,24,120970
10,24,120970
10,24,120970
10,24,120970
10,25,180756
10,25,180756
10,25,180756
10,25,180756
10,25,168892
10,25,25386
10,25,25386
10,25,25386
10,25,45665
10,25,45665
10,25,45665
10,25,45665
10,25,40201
10,25,40201
10,25,40201
10,25,40201
10,25,92917
10,25,92917
10,25,92917

