"ORDER_ID","CONTAINER_ID","SKU_ID"
1,1,99863
1,1,177420
1,1,177420
1,1,177420
1,1,25116
1,1,25116
1,1,28732
1,1,28732
1,1,136501
1,1,94389
1,1,63682
1,1,66554
1,1,105098
1,1,127494
1,2,105098
1,2,127494
1,2,127494
1,3,127494
2,4,202630
2,4,202630
2,4,202630
2,4,202630
2,4,65122
2,4,65122
2,4,101425
2,4,3699
2,4,136102
2,4,170105
2,4,170105
2,4,170105
2,4,47866
2,4,47866
2,4,47866
2,4,47866
2,4,58445
2,4,198746
2,4,198746
2,4,123292
2,4,123292
2,4,123292
2,4,123292
2,4,77468
2,4,77468
2,4,77468
2,4,49959
2,5,58445
2,5,58445
2,5,37377
2,5,37377
2,5,37377
2,5,77468
2,5,98158
2,5,98158
2,5,80449
2,5,80449
2,5,80449
2,6,98158
2,6,50901
2,6,50901
2,6,50901
2,6,50901
2,6,24067
2,6,68255
2,6,4502
2,7,69347
2,8,69347
3,9,22407
3,9,196795
3,9,196795
3,9,196795
3,9,105300
3,9,105300
3,9,105300
3,9,105300
3,9,105300
3,9,92827
3,9,92827
3,9,83896
3,9,93611
3,9,93611
3,9,93611
3,9,136570
3,9,170071
3,9,170071
3,9,170071
4,10,90976
4,10,90976
4,10,120357
4,10,120357
4,10,40958
4,10,40958
4,10,40958
4,10,28202
4,10,71475
4,10,71475
4,10,71475
4,10,71475
4,10,71475
4,10,195844
4,10,195844
4,10,195844
4,10,195844
4,10,195844
4,10,119745
4,10,119745
4,10,119745
4,10,119745
4,10,119745
5,11,177403
5,11,130053
5,11,130053
5,11,65417
5,11,65417
5,11,65417
5,11,184822
5,11,184822
5,11,184822
5,11,184822
5,11,50636
5,11,50636
5,11,50636
5,11,190718
5,11,190718
5,11,190718
5,11,160868
5,11,160868
5,11,160868
5,11,160868
5,11,46078
5,11,46078
5,11,46078
5,11,46078
5,11,46078
6,12,20711
6,12,20711
6,12,20711
6,12,20711
6,12,20711
6,12,188457
6,12,188457
6,12,27684
6,12,27684
6,12,27684
6,12,27684
6,12,64833
7,13,201104
7,13,201104
7,13,201104
7,13,201104
7,13,201104
7,13,159645
7,13,159645
7,13,159645
7,13,159645
7,13,159645
7,13,207981
7,13,207981
7,13,207981
7,13,207981
7,13,185740
7,13,185740
8,14,39954
8,14,39954
8,14,181440
8,14,181440
8,14,181440
8,14,181440
8,14,181440
8,14,20871
8,14,20871
8,14,10543
8,14,10543
8,14,29711
8,14,29711
8,14,190438
8,14,190438
8,14,190438
8,14,22985
8,14,22985
8,14,22985
8,14,22985
8,14,22985
8,14,47750
8,14,47750
8,14,59065
8,14,59065
8,14,59065
8,14,149921
8,14,149921
8,14,125253
8,14,125253
8,14,125253
8,14,125253
8,14,191084
8,14,191084
8,15,191084
8,15,129094
8,15,129094
8,15,129094
8,15,129094
8,15,129094
9,16,162034
9,16,162034
9,16,162034
9,16,162034
9,16,14297
9,16,14297
9,16,14297
9,16,14297
9,16,93782
9,16,93782
10,17,180756
10,17,180756
10,17,180756
10,17,180756
10,17,208837
10,17,208837
10,17,208837
10,17,208837
10,17,168892
10,17,25386
10,17,25386
10,17,25386
10,17,45665
10,17,45665
10,17,45665
10,17,45665
10,17,31803
10,17,40201
10,17,40201
10,17,40201
10,17,40201
10,17,92917
10,17,92917
10,17,92917
10,17,139121
10,17,139121
10,17,139121
10,17,139121
10,17,139121
10,17,120970
10,17,120970
10,17,120970
10,17,120970
10,17,120970

