"ORDER_ID","CONTAINER_ID","SKU_ID"
1,1,105098
1,1,105098
1,1,177420
1,1,177420
1,1,177420
1,1,94389
1,1,136501
1,1,25116
1,1,25116
1,1,99863
1,1,66554
1,1,63682
1,1,28732
1,1,28732
1,1,127494
1,1,127494
1,1,127494
1,1,127494
2,1,24067
2,1,198746
2,1,198746
2,1,123292
2,1,123292
2,1,123292
2,1,123292
2,1,202630
2,1,202630
2,1,202630
2,1,202630
2,1,50901
2,1,50901
2,1,50901
2,1,50901
2,1,4502
2,1,77468
2,1,77468
2,1,77468
2,1,77468
2,1,101425
2,1,37377
2,1,37377
2,1,37377
2,1,170105
2,1,170105
2,1,170105
2,1,136102
2,1,58445
2,1,58445
2,1,58445
2,1,47866
2,1,47866
2,1,47866
2,1,47866
2,1,80449
2,1,80449
2,1,80449
2,1,65122
2,1,65122
2,1,3699
2,1,98158
2,1,98158
2,1,98158
2,1,69347
2,1,69347
2,1,68255
2,1,49959
3,1,105300
3,1,105300
3,1,105300
3,1,105300
3,1,105300
3,1,93611
3,1,93611
3,1,93611
3,1,196795
3,1,196795
3,1,196795
3,1,92827
3,1,92827
3,1,22407
3,1,83896
3,1,170071
3,1,170071
3,1,170071
3,1,136570
4,1,195844
4,1,195844
4,1,195844
4,1,195844
4,1,195844
4,1,119745
4,1,119745
4,1,119745
4,1,119745
4,1,119745
4,1,28202
4,1,120357
4,1,120357
4,1,40958
4,1,40958
4,1,40958
4,1,90976
4,1,90976
4,1,71475
4,1,71475
4,1,71475
4,1,71475
4,1,71475
5,1,177403
5,1,190718
5,1,190718
5,1,190718
5,1,65417
5,1,65417
5,1,65417
5,1,184822
5,1,184822
5,1,184822
5,1,184822
5,1,130053
5,1,130053
5,1,46078
5,1,46078
5,1,46078
5,1,46078
5,1,46078
5,1,160868
5,1,160868
5,1,160868
5,1,160868
5,1,50636
5,1,50636
5,1,50636
6,1,188457
6,1,188457
6,1,27684
6,1,27684
6,1,27684
6,1,27684
6,1,20711
6,1,20711
6,1,20711
6,1,20711
6,1,20711
6,1,64833
7,1,207981
7,1,207981
7,1,207981
7,1,207981
7,1,201104
7,1,201104
7,1,201104
7,1,201104
7,1,201104
7,1,185740
7,1,185740
7,1,159645
7,1,159645
7,1,159645
7,1,159645
7,1,159645
8,1,39954
8,1,39954
8,1,181440
8,1,181440
8,1,181440
8,1,181440
8,1,181440
8,1,59065
8,1,59065
8,1,59065
8,1,125253
8,1,125253
8,1,125253
8,1,125253
8,1,47750
8,1,47750
8,1,191084
8,1,191084
8,1,191084
8,1,20871
8,1,20871
8,1,22985
8,1,22985
8,1,22985
8,1,22985
8,1,22985
8,1,190438
8,1,190438
8,1,190438
8,1,10543
8,1,10543
8,1,129094
8,1,129094
8,1,129094
8,1,129094
8,1,129094
8,1,149921
8,1,149921
8,1,29711
8,1,29711
9,1,14297
9,1,14297
9,1,14297
9,1,14297
9,1,93782
9,1,93782
9,1,162034
9,1,162034
9,1,162034
9,1,162034
10,1,92917
10,1,92917
10,1,92917
10,1,168892
10,1,40201
10,1,40201
10,1,40201
10,1,40201
10,1,45665
10,1,45665
10,1,45665
10,1,45665
10,1,25386
10,1,25386
10,1,25386
10,1,120970
10,1,120970
10,1,120970
10,1,120970
10,1,120970
10,1,180756
10,1,180756
10,1,180756
10,1,180756
10,1,208837
10,1,208837
10,1,208837
10,1,208837
10,1,139121
10,1,139121
10,1,139121
10,1,139121
10,1,139121
10,1,31803

