ORDER_ID,SKU_ID
1,146693
1,146693
1,146693
1,146693
1,146693
1,146693
1,146693
1,146693
1,146693
1,146693
1,182377
1,182377
1,182377
1,182377
1,16826
1,16826
1,16826
1,16826
1,16826
1,16826
1,16826
1,16826
1,16826
1,16826
1,16826
1,16826
1,16826
1,16826
1,16826
1,16826
1,16826
1,16826
1,55460
1,55460
1,55460
1,55460
1,55460
1,55460
1,55460
1,76444
1,76444
1,76444
1,76444
1,76444
1,76444
1,76444
1,76444
1,183628
1,183628
1,183628
1,183628
1,183628
1,183628
1,183628
1,183628
1,183628
1,183628
1,183628
1,183628
1,183628
1,183628
1,25114
1,25114
1,25114
1,25114
1,25114
1,25114
1,25114
1,25114
1,25114
1,25114
1,207466
1,207466
1,30275
1,30275
1,30275
1,30275
1,30275
1,30275
1,30275
1,97687
1,97687
1,97687
1,97687
1,97687
1,97687
1,97687
1,97687
1,97687
1,97687
1,97687
1,97687
1,97687
1,97687
1,97687
1,97687
1,93706
1,93706
1,93706
1,93706
1,93706
1,93706
1,93706
1,93706
1,93706
1,93706
1,93706
1,45317
1,45317
1,45317
1,45317
1,45317
1,45317
1,45317
1,108131
1,108131
1,108131
1,108131
1,108131
1,108131
1,108131
1,108131
1,108131
1,108131
1,108131
1,108131
1,108131
1,108131
1,108131
1,108131
1,108131
1,108131
1,108131
1,186064
1,186064
1,186064
1,186064
1,186064
1,186064
1,186064
1,186064
1,186064
1,186064
1,186064
1,186064
2,67707
2,67707
2,67707
2,119201
2,119201
2,119201
2,119201
2,119201
2,119201
2,119201
2,100890
2,100890
2,100890
2,100890
2,100890
2,100890
2,100890
2,100890
2,100890
2,100890
2,100890
2,100890
2,100890
2,100890
2,65353
2,65353
2,65353
2,65353
2,65353
2,65353
2,65353
2,65353
2,65353
2,65353
2,197555
2,197555
2,197555
2,197555
2,197555
2,5213
2,5213
2,5213
2,5213
2,5213
2,5213
2,5213
2,59446
2,59446
2,59446
2,59446
2,59446
2,59446
2,59446
2,59446
2,177673
2,177673
2,177673
2,177673
2,6010
2,6010
2,6010
2,6010
2,6010
2,6010
2,6010
2,181970
2,181970
2,128662
2,128662
2,128662
2,128662
2,36698
2,36698
2,36698
2,36698
2,36698
2,36698
2,36698
2,36698
2,36698
2,155265
2,155265
2,155265
2,155265
2,155265
2,155265
2,155265
2,155265
2,155265
2,155265
2,155265
2,155265
2,155265
2,155265
2,155265
2,155265
2,155265
2,155265
3,141501
3,141501
3,141501
3,141501
3,141501
3,141501
3,141501
3,141501
3,141501
3,141501
3,141501
3,141501
3,141501
3,141501
3,141501
3,141501
3,141501
3,141501
3,141501
3,141501
3,76255
3,76255
3,76255
3,76255
3,76255
3,76255
3,76255
3,76255
3,76255
3,76255
3,76255
3,76255
3,76255
3,76255
3,76255
3,76255
3,76255
3,76255
3,10404
3,10404
3,10404
3,10404
3,10404
3,10404
3,10404
3,10404
3,10404
3,10404
3,38279
3,38279
3,20868
3,20868
3,20868
3,20868
3,20868
3,20868
3,20868
3,20868
3,6547
3,6547
3,6547
3,6547
3,6547
3,6547
3,6547
3,6547
3,6547
3,6547
3,6547
3,6547
3,6547
3,6547
3,6547
3,6547
3,6547
3,6547
3,6547
3,21010
3,21010
3,21010
3,21010
3,21010
3,21010
3,21010
3,21010
3,21010
3,21010
3,211424
3,211424
3,211424
3,211424
3,211424
3,211424
3,211424
3,211424
3,211424
3,211424
3,211424
3,211424
3,211424
3,149786
3,149786
3,149786
3,149786
3,149786
3,149786
3,149786
3,149786
3,149786
3,149786
3,149786
3,149786
3,149786
3,149786
3,141725
3,141725
3,141725
3,141725
3,141725
3,141725
3,141725
3,141725
3,141725
3,141725
3,141725
3,141725
3,141725
3,141725
3,141725
3,141725
3,141725
3,141725
3,141725
3,61438
3,61438
3,61438
3,61438
3,61438
3,61438
3,61438
3,61438
3,61438
3,61438
3,61438
3,61438
3,61438
3,61438
3,61438
3,61438
3,61438
3,61438
3,61438
3,21128
3,21128
3,21128
3,21128
3,21128
3,21128
3,21128
3,21128
3,144563
3,144563
3,144563
3,144563
3,144563
3,144563
3,144563
3,144563
3,144563
3,144563
3,144563
3,144563
3,206530
3,206530
3,206530
3,206530
3,206530
3,206530
3,206530
3,112871
3,112871
3,112871
3,112871
3,57225
3,57225
3,57225
3,57225
3,57225
3,57225
3,57225
3,57225
3,57225
3,95249
3,95249
3,95249
3,95249
3,95249
3,95249
3,95249
3,95249
3,95249
3,95249
3,95249
3,95249
3,95249
3,95249
3,95249
3,48962
3,48962
3,48962
3,48962
3,48962
3,48962
3,48962
3,48962
3,48962
3,48962
3,48962
3,48962
3,48962
3,48962
3,48962
3,48962
3,48962
3,48962
3,48962
3,19407
3,19407
3,19407
3,19407
3,19407
3,19407
3,19407
3,19407
3,19407
3,19407
3,19407
3,19407
3,19407
3,19407
3,19407
3,19407
4,63207
4,63207
4,63207
4,63207
4,63207
4,63207
4,63207
4,63207
4,63207
4,63207
4,63207
4,63207
4,63207
4,63207
4,63207
4,167919
4,167919
4,167919
4,167919
4,167919
4,167919
4,167919
4,167919
4,167919
4,167919
4,167919
4,167919
4,167919
4,167919
4,167919
4,167919
4,202832
4,202832
4,202832
4,202832
4,202832
4,202832
4,202832
4,202832
4,202832
4,202832
4,202832
4,202832
4,202832
4,202832
4,202832
4,126245
4,126245
4,126245
4,126245
4,126245
4,126245
4,126245
4,126245
4,126245
4,126245
4,126245
4,126245
4,126245
4,126245
4,126245
4,126245
4,126245
4,126245
4,118223
4,118223
4,118223
4,118223
4,118223
4,118223
4,118223
4,118223
4,118223
4,118223
4,118223
4,118223
4,118223
4,118223
4,118223
4,118223
4,125622
4,125622
4,125622
4,125622
4,125622
4,173740
4,168056
4,168056
4,168056
4,168056
4,168056
4,168056
4,168056
4,168056
4,168056
4,168056
4,168056
4,168056
4,168056
4,168056
4,168056
4,168056
4,168056
4,168056
4,168056
4,8272
4,8272
4,8272
4,199927
4,199927
4,127941
4,127941
4,127941
4,127941
4,127941
4,127941
4,127941
4,127941
4,127941
4,127941
4,127941
4,127941
4,127941
4,127941
4,127941
4,127941
4,127941
4,127941
4,127941
4,61099
4,61099
4,61099
4,158318
4,158318
4,158318
4,158318
4,158318
4,158318
4,158318
4,158318
4,158318
4,158318
4,158318
4,158318
4,158318
4,158318
4,158318
4,158318
4,158318
4,158318
4,458
4,458
4,458
4,458
4,458
4,458
4,458
4,458
4,132770
4,132770
4,132770
4,132770
4,132770
4,132770
4,132770
4,132770
4,132770
4,132770
4,132770
4,132770
4,132770
4,132770
4,132770
4,132770
4,132770
4,132770
4,132770
4,212652
4,212652
4,212652
4,212652
4,212652
4,212652
4,212652
4,212652
4,212652
4,212652
4,212652
4,212652
4,212652
4,212652
4,212652
4,3219
4,3219
4,3219
4,3219
4,3219
4,3219
4,3219
4,81054
4,81054
4,81054
4,81054
4,81054
4,81054
4,81054
4,81054
4,81054
4,81054
4,81054
4,81054
4,81054
4,81054
4,90181
4,90181
4,90181
4,90181
4,90181
4,90181
4,90181
4,90181
4,90181
4,156508
4,156508
4,156508
4,156508
4,156508
4,156508
4,156508
4,156508
4,156508
4,156508
4,156508
4,156508
4,156508
4,35023
4,35023
4,35023
4,35023
4,35023
4,35023
4,99183
4,99183
4,99183
4,99183
4,99183
4,99183
4,99183
4,99183
4,70815
4,70815
4,70815
4,70815
4,70815
4,70815
4,70815
4,70815
4,70815
4,70815
4,70815
4,70815
4,214749
4,214749
4,214749
4,214749
4,214749
4,61019
4,61019
4,61019
4,61019
4,61019
4,61019
4,61019
4,61019
4,61019
4,61019
4,61019
4,61019
4,61019
4,61019
4,61019
4,61019
4,61019
4,61019
4,61019
4,125197
4,125197
4,125197
4,125197
4,125197
4,125197
4,125197
4,125197
4,125197
4,125197
4,125197
4,125197
4,125197
4,125197
4,173230
4,173230
4,173230
4,173230
4,173230
4,173230
4,165813
4,165813
4,207251
4,207251
4,207251
4,207251
4,207251
4,207251
4,207251
4,33803
4,33803
4,33803
4,33803
4,16679
4,16679
4,16679
4,16679
4,16679
4,16679
4,16679
4,16679
4,16679
4,16679
4,16679
4,16679
4,16679
4,16679
4,16679
4,16679
4,16679
4,16679
4,16679
4,16679
4,203211
4,203211
4,203211
4,203211
4,203211
4,203211
4,203211
4,203211
4,70419
4,70419
4,70419
4,70419
4,70419
4,137978
4,137978
4,137978
4,137978
4,137978
4,137978
4,137978
4,137978
4,137978
4,137978
4,137978
4,137978
4,137978
4,180681
4,58406
4,58406
4,58406
4,58406
4,58406
4,58406
4,79159
4,79159
4,79159
4,79159
4,79159
4,41240
4,41240
4,41240
4,41240
4,41240
4,41240
4,41240
4,41240
4,41240
4,41240
4,41240
4,214566
4,214566
4,214566
4,214566
4,214566
4,214566
4,214566
4,174033
4,174033
4,174033
4,174033
4,174033
4,174033
4,144971
4,144971
4,144971
4,144971
4,144971
4,144971
4,144971
4,144971
4,144971
4,144971
4,144971
4,144971
4,144971
4,144971
4,144971
4,144971
4,144971
4,144971
4,144971
4,144971
4,51557
4,51557
4,51557
4,51557
4,51557
4,51557
5,63757
5,63757
5,63757
5,63757
5,63757
5,176076
5,176076
5,176076
5,176076
5,176076
5,176076
5,176076
5,176076
5,176076
5,176076
5,176076
5,176076
5,176076
5,176076
5,176076
5,176076
5,176076
5,176076
5,176076
5,125727
5,125727
5,125727
5,125727
5,125727
5,125727
5,125727
5,125727
5,125727
5,132853
5,132853
5,132853
5,132853
5,132853
5,132853
5,132853
5,65277
5,65277
5,65277
5,65277
5,65277
5,65277
5,65277
5,65277
5,65277
5,65277
5,65277
5,37153
5,37153
5,37153
5,37153
5,37153
5,37153
5,37153
5,37153
5,37153
5,37153
5,37153
5,37153
5,37153
5,37153
5,37153
5,37153
5,37153
5,37153
5,89142
5,89142
5,89142
5,89142
5,89142
5,89142
5,89142
5,89142
5,89142
5,89142
5,89142
5,11251
5,11251
5,11251
5,11251
5,11251
5,11251
5,11251
5,11251
5,11251
5,11251
5,11251
5,11251
5,11251
5,210859
5,210859
5,210859
5,210859
5,210859
5,210859
5,210859
5,210859
5,210859
5,210859
5,210859
5,210859
5,210859
5,210859
5,210859
5,210859
5,210859
5,210859
5,210859
5,188284
5,188284
5,188284
5,188284
5,188284
5,188284
5,188284
5,188284
5,74331
5,74331
5,74331
5,74331
5,74331
5,74331
5,74331
5,74331
5,74331
5,105827
5,105827
5,105827
5,130296
5,130296
5,130296
5,130296
5,130296
5,130296
5,158156
5,158156
5,158156
5,158156
5,158156
5,158156
5,184546
5,184546
5,184546
5,184546
5,184546
5,184546
5,184546
5,195951
5,195951
5,195951
5,195951
5,195951
5,195951
5,195951
5,195951
5,195951
5,195951
5,195951
5,195951
5,195951
5,166319
5,166319
5,166319
5,166319
5,166319
5,166319
5,166319
5,166319
5,166319
5,166319
5,166319
5,166319
5,166319
5,166319
5,163164
5,163164
5,163164
5,163164
5,163164
5,163164
5,163164
5,163164
5,163164
5,163164
5,163164
5,77200
5,77200
5,77200
5,77200
5,77200
5,77200
5,206237
5,206237
5,206237
5,206237
5,206237
5,206237
5,206237
5,206237
5,206237
5,206237
5,206237
5,84049
5,84049
5,84049
5,84049
5,84049
5,84049
5,84049
5,84049
5,84049
5,84049
5,84049
5,84049
5,84049
5,84049
5,84049
5,84049
5,84088
5,84088
5,84088
5,84088
5,84088
5,84088
5,190416
5,190416
5,190416
5,190416
5,190416
5,190416
5,190416
5,190416
5,53527
